Frame,Total_Brightness,Average_Brightness,Max_Value,Max_X,Max_Y
1515,66821847,73.94414726,255,782,209
1516,63860711,70.66739443,255,860,209
1517,66841233,73.96559955,255,861,209
1518,66822639,73.94502368,255,796,209
1519,66821903,73.94420923,255,862,210
1520,66814007,73.93547163,255,862,210
1521,66782934,73.90108667,255,782,209
1522,66834521,73.95817214,255,879,209
1523,66794866,73.91429046,255,792,209
1524,66808199,73.92904457,255,339,527
1525,66825681,73.94838992,255,862,209
1526,66820776,73.94296211,255,864,209
1527,66810590,73.93169042,255,864,209
1528,66798792,73.91863492,255,796,209
1529,66807715,73.92850899,255,782,209
1530,66810999,73.93214302,255,793,209
1531,66804343,73.92477758,255,793,209
1532,66811554,73.93275717,255,865,209
1533,66822690,73.94508012,255,785,209
1534,66828041,73.95100146,255,784,209
1535,66831035,73.95431458,255,864,209
1536,66910132,74.04184225,255,864,209
1537,66814085,73.93555794,255,863,209
1538,66825718,73.94843086,255,865,210
1539,66810990,73.93213306,255,863,209
1540,66825750,73.94846627,255,861,209
1541,66820545,73.94270649,255,861,209
1542,66772536,73.88958038,255,850,209
1543,66835022,73.95872654,255,864,209
1544,66839434,73.9636088,255,863,209
1545,66824505,73.94708857,255,854,209
1546,66825987,73.94872853,255,854,209
1547,66819842,73.94192856,255,1015,266
1548,66832500,73.95593573,255,798,209
1549,66818097,73.93999757,255,870,209
1550,66838889,73.96300571,255,859,209
1551,66827781,73.95071375,255,792,209
1552,66822811,73.94521401,255,860,209
1553,66819322,73.94135313,255,787,209
1554,66829077,73.95214788,255,787,210
1555,66884623,74.01361433,255,864,209
1556,66892240,74.0220432,255,862,209
1557,66896891,74.02718993,255,792,210
1558,66946433,74.08201244,255,856,209
1559,66944752,74.08015227,255,795,209
1560,66847019,73.97200226,255,795,209
1561,66852197,73.97773216,255,795,209
1562,66812353,73.93364133,255,785,209
1563,66819434,73.94147707,255,785,209
1564,66797000,73.91665191,255,795,209
1565,66798498,73.91830958,255,868,209
1566,66804116,73.92452638,255,868,209
1567,66765458,73.88174796,255,780,209
1568,66841323,73.96569914,255,785,209
1569,66820993,73.94320224,255,785,209
1570,66851165,73.97659016,255,1259,141
1571,66864447,73.99128785,255,1181,127
1572,66855145,73.98099438,255,1181,127
1573,66870324,73.99779125,255,1142,134
1574,66873148,74.00091625,255,784,209
1575,66873792,74.0016289,255,784,209
1576,66864442,73.99128231,255,784,209
1577,66831789,73.95514895,255,864,209
1578,66815886,73.9375509,255,783,209
1579,66734457,73.84744268,255,788,209
1580,66836941,73.96085008,255,788,209
1581,66814256,73.93574717,255,788,209
1582,66840881,73.96521003,255,784,209
1583,66834270,73.95789439,255,771,209
1584,66833207,73.95671809,255,858,209
1585,66811855,73.93309025,255,858,209
1586,66801570,73.92170901,255,858,209
1587,66802386,73.92261199,255,792,209
1588,66830987,73.95426146,255,792,209
1589,59684513,66.04607051,255,795,209
1590,66846001,73.97087575,255,796,209
1591,66822104,73.94443166,255,798,209
1592,66793621,73.91291276,255,782,209
1593,66834235,73.95785566,255,866,209
1594,66833175,73.95668268,255,868,209
1595,66804727,73.92520251,255,808,209
1596,66801203,73.92130289,255,783,209
1597,66807544,73.92831976,255,863,209
1598,66806071,73.92668976,255,863,209
1599,66802582,73.92282888,255,863,209
1600,66833491,73.95703236,255,863,209
1601,66803575,73.92392772,255,863,209
1602,66783656,73.90188562,255,795,209
1603,66824126,73.94666917,255,860,209
1604,66806429,73.92708592,255,786,209
1605,66783414,73.90161783,255,787,209
1606,66781673,73.89969126,255,882,209
1607,66773303,73.89042913,255,863,209
1608,66767582,73.88409835,255,792,209
1609,66771293,73.8882049,255,795,209
1610,66775946,73.89335384,255,804,209
1611,66775376,73.89272309,255,804,209
1612,66769105,73.88578368,255,858,209
1613,66814289,73.93578368,255,860,209
1614,66805907,73.92650828,255,860,209
1615,66804672,73.92514164,255,864,209
1616,66785594,73.90403019,255,864,209
1617,66769606,73.88633808,255,859,209
1618,66802515,73.92275474,255,795,209
1619,66806599,73.92727404,255,796,209
1620,66771688,73.888642,255,883,209
1621,66768130,73.88470476,255,883,209
1622,66755236,73.87043644,255,862,209
1623,66803921,73.9243106,255,862,209
1624,66795101,73.9145505,255,796,209
1625,66807461,73.92822791,255,785,210
1626,66799097,73.91897242,255,785,210
1627,66780556,73.89845521,255,863,209
1628,66808404,73.92927142,255,1016,266
1629,66799286,73.91918157,255,788,209
1630,66774432,73.89167847,255,795,209
1631,66775593,73.89296322,255,795,209
1632,66765494,73.8817878,255,804,209
1633,66815270,73.93686925,255,863,209
1634,66802591,73.92283884,255,865,209
1635,66814304,73.93580028,255,864,209
1636,66793976,73.91330559,255,858,209
1637,66778958,73.89668688,255,784,209
1638,66814868,73.9364244,255,786,209
1639,66801386,73.9215054,255,786,209
